Index,Id,Status,Sex,Age,Deme,fgene0,fgene1,fgene2,mgene0,mgene1,mgene2,phen0,phen1,phen2
33,33,1,1,0,0,-0.264539,0.0252698,-0.141123,0.0708506,-0.046093,-0.194866,10,0.5,-0.253983
34,34,1,0,0,0,0.00672262,0.200106,0.0105063,-0.140292,-0.033265,-0.0931748,10,0.5,0.125997
35,35,1,1,0,0,-0.0867219,-0.0891997,0.127114,0.218691,0.119124,0.00549807,10,0.5,0.448919
36,36,1,0,0,0,-0.11086,0.0877409,0.0143608,-0.0350953,-0.00585709,0.0181194,10,0.5,0.29872
37,37,1,1,0,0,-0.12212,-0.0239877,0.0941633,-0.0849979,-0.0226097,0.0628915,10,0.5,0.485582
38,38,1,0,0,0,-0.173099,0.0370861,0.177815,0.0847362,0.0381239,0.122126,10,0.5,0.699911
39,39,1,1,0,0,-0.0118814,0.192828,-0.0523462,0.0397055,0.0738515,0.171727,10,0.5,0.429072
40,40,1,0,0,0,0.0311575,-0.0715264,-0.019566,0.0352726,0.00258445,0.0452405,10,0.5,0.288512
41,41,1,1,0,0,0.0666119,-0.0136938,-0.076079,0.0184225,0.00757565,0.0783132,10,0.5,0.253351
42,42,1,0,0,0,-0.149306,-0.0214056,0.0549423,0.161501,0.0919992,-0.199015,10,0.5,0.0338916
43,43,1,1,0,0,-0.181677,-0.12078,0.105968,0.0979729,-0.0281425,-0.061082,10,0.5,0.317329
44,44,1,0,0,0,0.0754317,-0.059808,-0.00792649,0.0233979,-0.172633,0.140366,10,0.5,0.448659
45,45,1,1,0,0,0.136108,-0.0138001,0.0599241,0.0895858,-0.0220359,-0.111327,10,0.5,0.172895
46,46,1,0,0,0,-0.100691,-0.0102681,0.119855,-0.126853,-0.0314561,0.14728,10,0.5,0.650701
47,47,1,1,0,0,0.0996125,-0.226361,0.0359381,-0.0527701,-0.0453,0.0217566,10,0.5,0.336542
48,48,1,0,0,0,0.0325571,0.122197,-0.0717985,-0.000311832,-0.0470417,-0.0400209,10,0.5,0.0822708
49,49,1,1,0,0,-0.13827,0.00551634,-0.129777,0.0574139,-0.103491,-0.012028,10,0.5,0.0372924
50,50,1,0,0,1,0.00658233,-0.0826583,0.103205,-0.237192,-0.116443,0.118091,10,0.5,0.581945
51,51,1,1,0,1,0.0436873,0.0361408,0.0652566,-0.0434874,-0.0169254,0.0155895,10,0.5,0.371269
52,52,1,0,0,1,0.0319593,-0.0755991,-0.199981,-0.0228738,0.00407594,0.185154,10,0.5,0.22776
53,53,1,1,0,1,-0.241899,-0.0349627,-0.000816835,0.138284,0.0625282,-0.147232,10,0.5,0.0279272
54,54,1,0,0,1,0.197835,0.100931,-0.0192994,0.0813913,-0.154717,0.00190839,10,0.5,0.223913
55,55,1,1,0,1,-0.182257,0.0726051,0.0394251,-0.0380867,-0.0614619,-0.088237,10,0.5,0.176782
56,56,1,0,0,1,-0.0183403,-0.0673774,-0.0625161,-0.155279,-0.021996,-0.02625,10,0.5,0.116851
57,57,1,1,0,1,0.139244,-0.157533,0.0795334,0.0923455,0.0905621,0.0202016,10,0.5,0.399603
58,58,1,0,0,1,-0.133053,-0.0189033,-0.161984,0.0770801,-0.0821893,0.115798,10,0.5,0.180721
59,59,1,1,0,1,0.00227429,-0.164241,-0.112218,0.0557405,-0.132235,-0.0258924,10,0.5,0.0428348
60,60,1,0,0,1,-0.0679866,-0.0171881,0.14408,0.118507,0.00562195,-0.0944905,10,0.5,0.324384
61,61,1,1,0,1,0.0035155,0.142389,0.0517887,-0.176344,0.1193,-0.118899,10,0.5,0.149334
62,62,1,0,0,1,0.073098,-0.0418183,0.0816146,0.09822,-0.164253,-0.120985,10,0.5,0.190945
63,63,1,1,0,1,-0.136388,-0.161213,0.0235708,0.0461504,0.0447723,0.0128704,10,0.5,0.304662
64,64,1,0,0,1,0.150973,-0.0126852,0.0117934,-0.0199934,0.0404422,0.129671,10,0.5,0.462196
65,65,1,1,0,1,-0.106201,0.0649815,-0.0628618,-0.0594853,0.0682444,0.0189923,10,0.5,0.184196
66,66,1,0,0,1,0.163664,-0.0485282,-0.071838,0.0146766,-0.0415117,0.0828993,10,0.5,0.266592
67,67,1,1,0,1,-0.147735,-0.0983248,0.0938894,-0.0148593,-0.0916149,-0.121238,10,0.5,0.208977
68,68,1,0,0,1,-0.0591228,-0.0300046,-0.148548,-0.0189807,-0.135675,-0.121982,10,0.5,-0.155795
69,69,1,1,0,1,0.187397,0.0141558,-0.00108039,-0.117828,0.0142503,0.0103421,10,0.5,0.263893
70,70,1,0,0,1,-0.0408907,-0.0374172,0.147107,0.00614119,-0.0694389,-0.0274662,10,0.5,0.429461
71,71,1,1,0,1,-0.0605108,0.032041,-0.0815791,0.117171,0.0621119,-0.272399,10,0.5,-0.280967
72,72,1,0,0,1,0.0905526,-0.016434,0.126953,-0.137605,-0.135511,0.0982157,10,0.5,0.587753
73,73,1,1,0,1,-0.131266,-0.112827,0.253554,-0.00946171,-0.0453357,-0.10714,10,0.5,0.46962
74,74,1,0,0,1,-0.142491,0.11298,0.255228,-0.013071,-0.025552,0.0754398,10,0.5,0.746001
75,75,1,1,0,1,0.0603123,-0.0911635,0.0461993,-0.0481635,0.00920976,0.141517,10,0.5,0.531574
76,76,1,0,0,1,0.0763438,0.0367933,0.0805029,0.0193468,-0.0595237,0.163278,10,0.5,0.615672
77,77,1,1,0,1,-0.0154216,0.0667764,-0.102412,-0.265742,-0.0191942,-0.141379,10,0.5,-0.115686
78,78,1,0,0,1,0.016423,-0.107964,0.0388896,-0.0186259,-0.0621262,0.0865861,10,0.5,0.438214
79,79,1,1,0,1,0.207441,0.100168,0.250255,-0.0713305,0.141113,-0.111191,10,0.5,0.458596
80,80,1,0,0,1,0.0136341,0.0128031,-0.00821861,-0.167266,0.220233,-0.161242,10,0.5,-0.00419146
81,81,1,1,0,1,-0.0152196,0.224244,0.0203349,0.0239406,-0.0575385,0.168776,10,0.5,0.533667
82,82,1,0,0,1,0.10863,-0.0498718,-0.0990517,0.0915603,0.0509537,0.0968828,10,0.5,0.246747
83,83,1,1,0,1,0.0492999,-0.122982,-0.0158475,-0.00678359,0.0144455,-0.0630294,10,0.5,0.131685
84,84,1,0,0,1,0.132164,-0.0689896,-0.0451985,0.0359457,0.090375,-0.0719159,10,0.5,0.0743284
85,85,1,1,0,1,-0.154523,-0.0402064,0.138056,-0.0200558,-0.0598911,-0.032709,10,0.5,0.408021
86,86,1,0,0,1,0.0331077,-0.1531,0.0778165,-0.175847,-0.0298841,0.0936317,10,0.5,0.507172
87,87,1,1,0,1,-0.143827,-0.0108252,0.120689,-0.104337,-0.00890082,0.134435,10,0.5,0.632687
88,88,1,0,0,1,0.000567866,-0.194257,-0.0510403,-0.142153,-0.126575,0.0549822,10,0.5,0.255913
89,89,1,1,0,1,-0.132348,-0.0609888,-0.197749,-0.0663836,0.150704,0.104988,10,0.5,0.110858
90,90,1,0,0,1,0.0857303,-0.0603278,0.0429431,-0.007017,-0.105822,-0.0426529,10,0.5,0.250435
91,91,1,1,0,1,0.0437511,-0.0644238,0.225199,0.00654112,-0.140083,-0.0477235,10,0.5,0.516213
92,92,1,0,0,1,0.0506671,-0.0756493,-0.0210915,0.145779,-0.0181191,0.124873,10,0.5,0.405672
93,93,1,1,0,1,0.0480261,0.00201291,0.229172,-0.00370088,0.0215952,-0.0546855,10,0.5,0.51173
94,94,1,0,0,1,0.0246516,0.206466,-0.211134,-0.032559,0.0490755,-0.0682164,10,0.5,-0.169026
95,95,1,1,0,1,-0.135934,0.0357051,-0.0111051,-0.110143,0.106166,0.160897,10,0.5,0.474687
96,96,1,0,0,1,-0.0117934,-0.0894994,0.0454454,0.035174,-0.0881064,0.136407,10,0.5,0.522778
97,97,1,1,0,1,0.122559,0.249518,0.0923917,0.0351053,-0.063584,-0.0623271,10,0.5,0.295097
98,98,1,0,0,1,0.0398897,0.0206405,-0.0728145,-0.0322992,-0.0746135,-0.0820825,10,0.5,0.0176546
99,99,1,1,0,1,0.067792,0.0710676,-0.0222759,-0.109576,-0.0683979,0.0783161,10,0.5,0.33406
